year,incident_hour,city,offense_category_name,criminal_act_name,location_area
2023,4,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,14,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,14,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Parking/Drop Lot/Garage
2023,14,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,17,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,9,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,6,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Hotel/Motel/Etc.
2023,6,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Hotel/Motel/Etc.
2023,13,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,13,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,19,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,3,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,15,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,17,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Convenience Store
2023,2,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,12,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,12,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,20,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,20,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,12,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,20,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,9,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,13,Waterbury,Drug/Narcotic Offenses,Operating/Promoting/Assisting/Abetting,School-Elementary/Secondary
2023,17,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,9,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,13,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,13,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,17,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,8,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,16,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,18,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,20,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,11,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,11,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,10,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,10,Waterbury,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,14,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,8,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,8,Waterbury,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,10,Waterbury,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,10,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,8,Waterbury,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,8,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,8,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,13,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Hotel/Motel/Etc.
2023,14,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Shopping Mall
2023,9,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Service/Gas Station
2023,8,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2023,8,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2023,14,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,14,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,Waterford,Drug/Narcotic Offenses,Buying/Receiving,Department/Discount Store
2023,11,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,20,Waterford,Drug/Narcotic Offenses,Using/Consuming,Parking/Drop Lot/Garage
2023,20,Waterford,Drug/Narcotic Offenses,Using/Consuming,Parking/Drop Lot/Garage
2023,14,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,6,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,6,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,16,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,16,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,22,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,22,Waterford,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,22,Waterford,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,21,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,20,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,0,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,0,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,23,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,23,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,0,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,0,Waterford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,23,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,23,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,2,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,9,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,11,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,9,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,2,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Grocery/Supermarket
2023,4,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,19,Watertown,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,19,Watertown,Drug/Narcotic Offenses,Distributing/Selling,School/College
2023,17,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,17,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,21,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Drug Store/Doctor's Office/Hospital
2023,21,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Drug Store/Doctor's Office/Hospital
2023,20,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,16,Watertown,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,11,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Parking/Drop Lot/Garage
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Convenience Store
2023,13,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Convenience Store
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,11,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,9,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-College/University
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,21,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,12,West Hartford,Drug/Narcotic Offenses,Using/Consuming,School-Elementary/Secondary
2023,12,West Hartford,Drug/Narcotic Offenses,Using/Consuming,School-Elementary/Secondary
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,9,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2023,10,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Convenience Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,20,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,20,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Restaurant
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,14,West Hartford,Drug/Narcotic Offenses,Using/Consuming,School/College
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Commercial/Office Building
2023,20,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Service/Gas Station
2023,20,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Service/Gas Station
2023,20,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Commercial/Office Building
2023,16,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Government/Public Building
2023,9,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,14,West Hartford,Drug/Narcotic Offenses,Buying/Receiving,Drug Store/Doctor's Office/Hospital
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,0,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,0,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,0,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,10,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,2,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,10,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,9,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Other/Unknown
2023,8,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Bank/Savings and Loan
2023,12,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2023,23,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,0,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,0,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Convenience Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,21,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,21,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,21,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Convenience Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,15,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Bank/Savings and Loan
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,5,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Shopping Mall
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,10,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Field/Woods
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Grocery/Supermarket
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,10,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,8,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Department/Discount Store
2023,8,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Department/Discount Store
2023,11,West Hartford,Drug/Narcotic Offenses,Using/Consuming,Department/Discount Store
2023,9,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,20,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Air/Bus/Train Terminal
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Convenience Store
2023,15,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,23,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,23,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,14,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Drug Store/Doctor's Office/Hospital
2023,17,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,10,West Hartford,Drug/Narcotic Offenses,Cultivating/Manufacturing/Publishing,Residence/Home
2023,8,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,17,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Parking/Drop Lot/Garage
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Convenience Store
2023,7,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Convenience Store
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,18,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,19,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,4,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,4,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,11,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,15,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,12,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,1,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Parking/Drop Lot/Garage
2023,1,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,8,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,9,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2023,13,West Hartford,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,13,West Hartford,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
