data_year,criminal_act_id,offense_id
2022,6,182755906
2022,6,184114293
2022,6,182755928
2022,6,182755981
2022,6,182755934
2022,6,182755997
2022,6,182756084
2022,3,182755948
2022,6,195438045
2022,6,195438046
2022,6,182756083
2022,6,182756198
2022,6,182756258
2022,3,182756445
2022,6,182756114
2022,6,182756216
2022,6,182756388
2022,6,182756206
2022,6,182756262
2022,6,182756367
2022,6,182756175
2022,6,182756308
2022,6,182756689
2022,6,182756497
2022,6,182756563
2022,6,182756672
2022,6,182756874
2022,6,195438104
2022,6,195438106
2022,6,185558267
2022,6,182756692
2022,6,182756778
2022,6,184114634
2022,6,195438153
2022,6,184114620
2022,6,184114514
2022,6,184114936
2022,6,195438199
2022,6,184114619
2022,6,193646405
2022,6,193646406
2022,6,184114638
2022,3,184114755
2022,6,184114904
2022,6,184114764
2022,6,185558302
2022,6,184114866
2022,6,184115048
2022,6,184115236
2022,6,184115321
2022,6,184114895
2022,6,201162629
2022,6,185558410
2022,6,185558489
2022,6,185558498
2022,6,201163027
2022,6,201163351
2022,6,185558377
2022,6,184115488
2022,6,184115497
2022,6,184115530
2022,6,184115563
2022,6,184115665
2022,6,184115688
2022,6,184115510
2022,6,184115511
2022,6,201164412
2022,3,184115802
2022,6,184115880
2022,6,187456733
2022,8,187456733
2022,6,185558424
2022,6,201164648
2022,6,184115796
2022,6,185558449
2022,6,184116010
2022,6,185558474
2022,6,195438187
2022,6,193646240
2022,6,185558455
2022,6,185558476
2022,6,184116083
2022,3,185558614
2022,6,185558569
2022,6,185558590
2022,6,192236077
2022,6,185559293
2022,3,185559032
2022,6,185558640
2022,8,189122576
2022,6,195438012
2022,6,195438056
2022,6,185558906
2022,6,195438138
2022,6,195438139
2022,8,189122713
2022,6,185559323
2022,6,185559324
2022,6,185559338
2022,6,185559393
2022,6,185559446
2022,6,185559470
2022,6,185559541
2022,6,185559408
2022,6,195438243
2022,6,195438286
2022,6,195438287
2022,6,193646519
2022,6,195438190
2022,6,185559847
2022,6,195438370
2022,6,185559878
2022,6,185559985
2022,6,185560041
2022,6,185560110
2022,6,195438228
2022,6,195438229
2022,6,185560203
2022,6,185560218
2022,6,185560143
2022,6,185560093
2022,6,185560183
2022,6,185560135
2022,6,185560214
2022,6,187456828
2022,8,187456829
2022,6,185560210
2022,2,185560278
2022,6,201163071
2022,6,201163072
2022,6,185560319
2022,6,187456837
2022,6,185560445
2022,6,193646400
2022,6,193646401
2022,6,187456891
2022,6,187456902
2022,6,187456926
2022,6,187456935
2022,6,187456936
2022,6,187456942
2022,6,187456916
2022,6,187456937
2022,6,187457108
2022,6,187457145
2022,6,187456952
2022,2,187456979
2022,6,187456976
2022,6,187457062
2022,6,187456987
2022,6,187458838
2022,6,187458939
2022,6,187457218
2022,6,187457219
2022,6,187457052
2022,8,187457052
2022,6,189122717
2022,6,189122718
2022,6,187457095
2022,6,189122731
2022,6,195438444
2022,6,195438445
2022,6,187457170
2022,6,187457174
2022,6,187457152
2022,6,187457183
2022,6,187457253
2022,6,192236091
2022,6,192236092
2022,6,190556161
2022,6,195438263
2022,6,187457331
2022,6,187457367
2022,6,190556188
2022,6,190556189
2022,6,190556228
2022,6,190556229
2022,6,190556265
2022,6,190556266
2022,6,187457532
2022,6,187457573
2022,6,189122801
2022,6,187457498
2022,5,187457599
2022,6,189122872
2022,6,189122880
2022,6,189122942
2022,6,190556272
2022,6,189122962
2022,6,189122963
2022,6,193646419
2022,6,189123034
2022,6,189123036
2022,6,189123053
2022,6,190556290
2022,6,195438309
2022,6,195438310
2022,6,189123138
2022,6,189123212
2022,6,189123478
2022,6,189123438
2022,6,189123456
2022,6,189123457
2022,2,189123855
2022,6,201163030
2022,6,189123622
2022,6,189123683
2022,6,189123800
2022,6,189123801
2022,6,190556279
2022,6,189123935
2022,6,189123887
2022,6,189123981
2022,6,192236290
2022,6,189124027
2022,6,189124082
2022,6,190556300
2022,6,190556301
2022,6,195438395
2022,6,189124222
2022,6,189124223
2022,6,189124252
2022,8,189124252
2022,12,189124452
2022,6,189124224
2022,6,192236116
2022,2,189124201
2022,6,189124397
2022,6,189124362
2022,6,189124364
2022,6,189124421
2022,6,189124435
2022,6,190556381
2022,6,190556408
2022,6,190556409
2022,6,190556459
2022,6,190556460
2022,6,192236152
2022,6,190556361
2022,1,190556393
2022,6,190556492
2022,6,190556512
2022,6,190556499
2022,6,190556456
2022,12,190556504
2022,6,192236193
2022,6,190556540
2022,6,190556517
2022,6,195438493
2022,6,190556642
2022,6,195438479
2022,6,190556648
2022,6,190556613
2022,8,193646721
2022,8,192236320
2022,6,190556958
2022,8,190556890
2022,6,193646717
2022,6,192236368
2022,8,190557038
2022,6,195438478
2022,6,192236390
2022,6,190556957
2022,6,195438545
2022,6,195438526
2022,6,192236523
2022,3,192236555
2022,6,192236556
2022,8,193646808
2022,8,192236628
2022,8,192236828
2022,6,192236845
2022,6,192237038
2022,8,192237025
2022,6,193646951
2022,8,193646960
2022,8,195438585
2022,6,195438628
2022,8,193646903
2022,6,192237171
2022,6,192237172
2022,3,192237173
2022,6,192237173
2022,3,195440052
2022,6,195440053
2022,6,195440055
2022,6,201162702
2022,6,193646972
2022,6,192237407
2022,14,192237284
2022,6,192237400
2022,6,192237544
2022,6,201163001
2022,3,193647175
2022,2,193647176
2022,6,195438625
2022,6,192237672
2022,6,201163553
2022,6,201163554
2022,3,192237754
2022,1,192237976
2022,6,201162900
2022,3,195438708
2022,6,193647125
2022,6,193647140
2022,8,193647217
2022,3,193647351
2022,6,193647352
2022,6,195438903
2022,6,193647344
2022,6,192238249
2022,6,193647388
2022,6,192238175
2022,8,192238231
2022,6,193647496
2022,8,193647432
2022,8,193647377
2022,8,193647529
2022,8,193647469
2022,8,193647601
2022,7,195438831
2022,6,195439554
2022,3,193647764
2022,8,193647839
2022,3,193648091
2022,6,193647958
2022,6,193648012
2022,6,193648406
2022,3,193648315
2022,6,193648337
2022,6,193648435
2022,8,193648796
2022,6,193648888
2022,6,193648846
2022,6,193649068
2022,6,193649063
2022,6,195439893
2022,2,195440169
2022,8,195440313
2022,6,195440424
2022,6,195440268
2022,6,195440651
2022,6,195440679
2022,6,195440854
2022,6,195441098
2022,6,195441332
2022,5,195441190
2022,6,195441792
2022,6,201163500
2022,6,195441449
2022,8,195441583
2022,8,195441708
2022,5,201163331
2022,6,195442346
2022,6,195442366
2022,6,195442687
2022,6,195442688
2022,6,195443005
2022,6,201163847
2022,6,195442954
2022,8,195443968
2022,8,201163435
2022,6,195443656
2022,6,201163336
2022,6,184116096
2022,6,178988550
2022,6,178988551
2022,6,178988567
2022,3,184119540
2022,3,182756380
2022,3,178989166
2022,6,178989167
2022,6,181526480
2022,3,181526644
2022,5,182756298
2022,1,181526542
2022,6,181526807
2022,6,181526692
2022,6,181526693
2022,3,181526791
2022,6,192236310
2022,6,182756713
2022,6,182756690
2022,6,182756691
2022,3,182756793
2022,6,201186155
2022,8,182756524
2022,3,185558716
2022,14,190557344
2022,8,182756945
2022,6,182756665
2022,6,182756676
2022,3,182756964
2022,3,182756699
2022,6,182756785
2022,6,182756890
2022,3,185558891
2022,3,184119766
2022,3,193646309
2022,6,184119867
2022,6,185562495
2022,8,185562525
2022,6,184120132
2022,3,189128099
2022,8,185559225
2022,3,187499275
2022,1,185559529
2022,6,185562574
2022,3,187499371
2022,6,190557335
2022,6,189128276
2022,6,185559891
2022,8,185559908
2022,7,187499504
2022,6,190557447
2022,3,187499823
2022,6,189128406
2022,6,189128407
2022,6,187499898
2022,6,189128303
2022,6,201186278
2022,6,187500233
2022,6,187500234
2022,6,189128429
2022,3,190557693
2022,3,187500499
2022,3,187500648
2022,6,190557516
2022,1,201186061
2022,6,192236366
2022,1,190557706
2022,8,190557506
2022,6,190557635
2022,6,190557636
2022,6,189128699
2022,3,192236323
2022,14,190557607
2022,6,189128972
2022,3,193646412
2022,8,201761094
2022,8,195438596
2022,8,201186077
2022,6,192236354
2022,3,192236369
2022,6,192236370
2022,6,192236383
2022,8,201186031
2022,3,192236430
2022,6,190558206
2022,6,190558405
2022,3,190558310
2022,3,190558363
2022,3,195438615
2022,1,201185815
2022,6,190558583
2022,3,192236573
2022,2,192236693
2022,3,193646584
2022,6,193646584
2022,6,192236718
2022,6,192236719
2022,6,192236720
2022,6,192236835
2022,3,201185837
2022,3,192236862
2022,8,192236906
2022,6,192237013
2022,8,201185858
2022,8,192237081
2022,6,195439594
2022,6,201186152
2022,6,192237200
2022,1,192237095
2022,3,192237095
2022,6,192237095
2022,8,192237096
2022,3,193646605
2022,3,201185990
2022,6,195438696
2022,6,193646652
2022,6,193646693
2022,3,201761235
2022,6,193646975
2022,8,193647015
2022,6,193647074
2022,6,193647168
2022,3,195439104
2022,3,201186082
2022,3,201186085
2022,6,195439144
2022,6,195439145
2022,6,201186363
2022,1,195439017
2022,8,201186201
2022,1,195440020
2022,3,195440020
2022,3,195440168
2022,3,201186283
2022,6,201186509
2022,1,201186658
2022,1,201186738
2022,8,201761081
2022,6,187492953
2022,6,195433217
2022,3,187492974
2022,6,187492974
2022,8,182750522
2022,3,189126052
2022,9,181525293
2022,14,178978231
2022,6,182750425
2022,6,185553316
2022,9,185553456
2022,6,182750469
2022,6,187495519
2022,7,187495519
2022,2,181525204
2022,2,178978145
2022,8,189126099
2022,9,195433274
2022,6,189126127
2022,8,189126127
2022,1,189126174
2022,8,190550844
2022,2,185555639
2022,1,178978237
2022,8,178978244
2022,1,195433296
2022,6,201174413
2022,6,201174414
2022,9,193641307
2022,8,193641258
2022,2,193641332
2022,8,195433220
2022,1,195433219
2022,9,195433266
2022,9,195433263
2022,2,201173607
2022,7,201173801
2022,6,182751587
2022,5,184112349
2022,6,187495112
2022,6,190552954
2022,6,195435802
2022,6,180846449
2022,6,182751499
2022,2,182751606
2022,2,189126926
2022,6,185556092
2022,14,193643152
2022,6,189126889
2022,2,192233008
2022,6,190556503
2022,2,195435813
2022,2,192233135
2022,2,193643209
2022,2,193643252
2022,2,193643185
2022,6,201177069
2022,6,201177070
2022,2,195435816
2022,2,195435937
2022,2,195435950
2022,2,195435928
2022,2,195435982
2022,2,195436065
2022,2,195435925
2022,2,195436073
2022,2,201176736
2022,2,201176710
2022,2,201176942
2022,6,180846456
2022,6,180846513
2022,6,185555979
2022,6,185555980
2022,6,185555996
2022,6,187495512
2022,8,189121915
2022,8,187495570
2022,8,189121944
2022,2,189122017
2022,6,190553363
2022,3,190553458
2022,6,190553458
2022,3,190553460
2022,6,190553460
2022,6,190553522
2022,6,190553512
2022,6,190553366
2022,6,190553367
2022,6,192233322
2022,6,192233270
2022,1,192233420
2022,6,192233364
2022,6,192233365
2022,8,195435881
2022,6,201159358
2022,3,201762821
2022,6,193643932
2022,1,193643937
2022,6,195436027
2022,3,195436140
2022,3,201159416
2022,6,201159431
2022,6,178978717
2022,2,178978399
2022,3,190552942
2022,6,193640655
2022,3,192231940
2022,6,192231939
2022,1,201174398
2022,6,187456246
2022,6,187456247
2022,2,187456259
2022,6,181525353
2022,6,181525371
2022,6,187456274
2022,6,187456275
2022,6,181525445
2022,6,181525446
2022,6,181525436
2022,6,181525437
2022,7,189128497
2022,6,181525499
2022,1,184115346
2022,1,187456075
2022,1,187456073
2022,6,184115730
2022,6,189126221
2022,6,189126222
2022,6,187456082
2022,6,187456083
2022,6,187456084
2022,6,187456129
2022,1,187456182
2022,6,189126312
2022,6,189126203
2022,8,187456270
2022,6,187456333
2022,8,187456333
2022,6,187456334
2022,6,189126549
2022,6,187456324
2022,6,187456325
2022,6,189126739
2022,6,190557930
2022,6,189126849
2022,1,189127384
2022,6,189127276
2022,6,189127277
2022,8,189127614
2022,6,189127425
2022,6,189127450
2022,3,190558002
2022,6,193648375
2022,8,190558223
2022,8,201167115
2022,6,190558214
2022,3,195441104
2022,6,193648380
2022,6,195441397
2022,6,195441398
2022,6,195441221
2022,6,195441222
2022,1,201166303
2022,6,193648594
2022,6,193648595
2022,6,195441331
2022,2,195441419
2022,6,201166715
2022,6,201166313
2022,14,201166772
2022,6,201166787
2022,8,201166836
2022,6,201167266
2022,8,201167403
2022,6,201167404
2022,1,182758642
2022,3,182758686
2022,6,182758687
2022,8,182758758
2022,8,182758816
2022,8,182758680
2022,6,182758744
2022,6,182758745
2022,6,184114582
2022,3,184114583
2022,3,192236279
2022,6,182759298
2022,6,182759089
2022,6,182759206
2022,5,182759114
2022,6,182759115
2022,6,182759116
2022,6,182759395
2022,14,182759256
2022,1,184114673
2022,1,184114571
2022,6,184114572
2022,6,182759532
2022,6,182759533
2022,6,182759354
2022,6,182759355
2022,6,184114663
2022,3,182759602
2022,8,182759603
2022,6,182759604
2022,8,184114584
2022,6,182759664
2022,3,182759641
2022,6,182759642
2022,6,182759674
2022,8,192236308
2022,3,185558389
2022,8,182759483
2022,8,193649115
2022,6,193649116
2022,8,182759612
2022,8,182759684
2022,8,182759784
2022,5,182759940
2022,6,182759716
2022,6,182759723
2022,8,182759705
2022,6,182760007
2022,6,182759645
2022,8,182759798
2022,3,182759615
2022,8,184115005
2022,8,193649253
2022,6,182760018
2022,6,182760019
2022,3,182760047
2022,6,182760048
2022,6,182760049
2022,6,182759665
2022,6,182759666
2022,8,184114982
2022,6,182759915
2022,3,182760069
2022,6,182760070
2022,8,182759726
2022,6,182759727
2022,3,184115090
2022,6,184115091
2022,6,184115092
2022,6,185558351
2022,8,184115112
2022,6,182759986
2022,6,182759987
2022,3,182760189
2022,6,182760189
2022,6,182760190
2022,6,195438346
2022,8,189125736
2022,6,182760082
2022,6,182760130
2022,3,185558408
2022,6,185558408
2022,6,184115405
2022,8,184115406
2022,3,201165404
2022,6,201165405
2022,6,187497901
2022,6,187497902
2022,6,185558514
2022,3,184115551
2022,6,184115551
2022,8,184115574
2022,8,184115575
2022,3,185558460
2022,6,185558460
2022,6,185558461
2022,6,185558462
2022,8,184115614
2022,8,184115753
2022,6,184115534
2022,8,184115846
2022,3,185558541
2022,6,184115749
2022,6,184115750
2022,8,184115814
2022,8,184115884
2022,8,190556600
2022,6,201164241
2022,6,184115981
2022,6,184116011
2022,8,185558651
2022,6,185558691
2022,6,187497986
2022,6,185558729
2022,6,185558730
2022,8,187498171
2022,6,193649506
2022,6,185559165
2022,6,185559166
2022,6,185559167
2022,6,185559452
2022,6,185559255
2022,6,185559256
2022,8,185559471
2022,3,187498075
2022,6,185559519
2022,3,185559771
2022,6,185559988
2022,6,185559989
2022,6,187498238
2022,6,187498239
2022,8,189128479
2022,6,195438348
2022,3,187498405
2022,6,187498405
2022,6,187498406
2022,6,187498407
2022,8,187498449
2022,5,187498506
2022,8,187498524
2022,3,187498525
2022,6,187498526
2022,6,187498434
2022,6,187498435
2022,6,187498543
2022,6,190556861
2022,8,190556861
2022,3,187498600
2022,3,189126123
2022,3,187498549
2022,8,190556575
2022,8,187498561
2022,8,187498562
2022,8,201163808
2022,8,187498726
2022,2,192236227
2022,3,187498919
2022,6,187498919
2022,8,187498920
2022,6,187498760
2022,8,187498972
2022,8,187498874
2022,6,201164511
2022,3,189126073
2022,6,189126073
2022,8,189126073
2022,6,189126074
2022,8,189126074
2022,6,187499076
2022,6,189126155
2022,6,189126171
2022,8,190556666
2022,8,189126258
2022,8,201163801
2022,8,189126885
2022,8,201165012
2022,6,189127030
2022,6,189127031
2022,6,189126778
2022,8,190556811
2022,8,190556828
2022,3,190556822
2022,6,190556822
2022,6,190556823
2022,8,190556823
2022,3,190556801
2022,6,190556801
2022,8,190556801
2022,3,190556802
2022,6,190556802
2022,8,190556802
2022,3,190557165
2022,6,190557165
2022,8,190557165
2022,6,190557166
2022,8,190557166
2022,6,190557167
2022,5,190557092
2022,6,190557092
2022,8,190557267
2022,1,190557302
2022,6,190557302
2022,6,190557303
2022,6,190557228
2022,8,190557228
2022,6,190557229
2022,8,190557229
2022,2,190557386
2022,3,190557386
2022,6,190557387
2022,8,190557387
2022,6,190557427
2022,8,190557427
2022,6,190557428
2022,8,190557428
2022,8,193649446
2022,8,201164287
2022,6,201164234
2022,8,201164234
2022,6,201164235
2022,8,201164235
2022,6,190561059
2022,6,190561114
2022,6,190557551
2022,8,201164303
2022,3,190557599
2022,6,190557599
2022,6,190557600
2022,8,190557600
2022,3,195438390
2022,6,195438390
2022,8,195438390
2022,6,195438391
2022,8,195438391
2022,6,192236424
2022,6,192236425
2022,8,192236425
2022,6,192236868
2022,8,192236868
2022,6,192236869
2022,8,192236866
2022,6,195438604
2022,8,195438604
2022,3,193649573
2022,6,193649573
2022,8,193649573
2022,6,193649574
2022,6,193649575
2022,8,193649435
2022,6,195438609
2022,6,192237115
2022,6,192237255
2022,6,195438515
2022,8,193649558
2022,6,192237149
2022,6,193649618
2022,3,201164935
2022,6,201164935
2022,8,201164935
2022,6,201164937
2022,8,201164937
2022,8,192237344
2022,8,192237301
2022,6,195438684
2022,8,195438684
2022,6,195438910
2022,8,195438910
2022,6,195438993
2022,8,195438993
2022,6,195438603
2022,8,192237665
2022,6,195438635
2022,8,195438635
2022,3,193649811
2022,8,193649811
2022,6,193649812
2022,8,193649812
2022,8,193649868
2022,6,193649927
2022,8,193649927
2022,6,193649928
2022,8,193649928
2022,6,193649929
2022,3,193649824
2022,6,193649824
2022,6,193649825
2022,6,193649826
2022,6,193650141
2022,8,193650141
2022,3,201164557
2022,6,201164557
2022,8,201164557
2022,6,201164558
2022,6,193650338
2022,6,195438904
2022,8,195438904
2022,3,193650228
2022,6,193650228
2022,8,193650228
2022,6,193650484
2022,8,193650484
2022,6,195438838
2022,6,195438936
2022,6,193650732
2022,8,193650732
2022,8,195438881
2022,3,193650776
2022,6,193650776
2022,6,193650777
2022,3,195438761
2022,6,195438761
2022,6,195438762
2022,6,195438793
2022,8,195438794
2022,6,193650833
2022,6,195438871
2022,8,193650940
2022,6,195439019
2022,6,195439020
2022,3,195438787
2022,6,195438787
2022,6,195438788
2022,8,195438929
2022,6,201164205
2022,8,201164205
2022,6,195439014
2022,6,195439015
2022,8,195439015
2022,6,195439016
2022,8,195439058
2022,6,201164622
2022,6,201164623
2022,6,195439136
2022,8,195439136
2022,6,195439248
2022,8,195439248
2022,6,195439537
2022,8,195439453
2022,6,195439518
2022,8,201164574
2022,8,195439430
2022,6,201164592
2022,8,201164592
2022,6,195440465
2022,3,195439557
2022,6,195439557
2022,8,195439557
2022,6,195439558
2022,8,195439558
2022,8,195439609
2022,6,201164314
2022,8,201164314
2022,6,201164315
2022,8,201164315
2022,6,201164327
2022,8,201164327
2022,6,201164328
2022,8,201164328
2022,6,195439738
2022,8,195439738
2022,6,195439739
2022,8,195439739
2022,6,201164354
2022,8,201164354
2022,6,201164398
2022,8,201164398
2022,6,201164399
2022,8,201164399
2022,6,201164342
2022,6,195440254
2022,8,195440309
2022,6,201164517
2022,6,201164518
2022,6,201164595
2022,6,201164596
2022,6,201164712
2022,8,201164712
2022,6,201164729
2022,6,201164736
2022,8,201164736
2022,6,201164737
2022,8,201164737
2022,6,201164738
2022,6,201164751
2022,8,201164751
2022,6,201164624
2022,8,201164624
2022,6,201164652
2022,8,201164652
2022,6,201164653
2022,3,201164865
2022,6,201164720
2022,8,201164720
2022,6,201164721
2022,6,201164949
2022,8,201164949
2022,6,201164968
2022,6,201165000
2022,8,201165000
2022,6,201165051
2022,8,201165051
2022,8,201165567
2022,8,201165143
2022,6,201165229
2022,8,201165229
2022,6,201165230
2022,8,201165230
2022,6,201165353
2022,8,201165353
2022,6,201165354
2022,6,201165165
2022,8,201165165
2022,6,201165166
2022,8,201165166
2022,6,201165407
2022,8,201165407
2022,3,201165408
2022,6,201165408
2022,8,201165408
2022,6,201165369
2022,8,201165369
2022,6,201165370
2022,8,201165370
2022,6,201165234
2022,8,201165234
2022,3,201165293
2022,6,201165293
2022,6,201165538
2022,8,201165538
2022,6,201165539
2022,8,201165539
2022,8,201165532
2022,6,201165689
2022,6,201165690
2022,8,201165690
2022,6,201166292
2022,8,201166292
2022,6,201166293
2022,8,201166293
2022,6,201165908
2022,8,201165908
2022,2,178977765
2022,10,179621415
2022,9,178977990
2022,10,178977880
2022,10,179619617
2022,6,179619590
2022,2,182750120
2022,9,182750097
2022,9,185553374
2022,10,189120763
2022,2,185553363
2022,10,190550619
2022,10,185553448
2022,2,185553495
2022,9,187492369
2022,9,189120778
2022,6,201158641
2022,9,185553544
2022,2,189120797
2022,6,189120798
2022,6,189120799
2022,6,201157709
2022,10,185553478
2022,10,201158440
2022,2,187492441
2022,2,189120815
