year,agency_location,incident_date,incident_hour,agency_name,state,population,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,offense_name,offense_category_name,criminal_act_name,location_area
2022,2120,2022-02-16,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2022,26203,2022-05-06,18,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,26203,2022-01-01,16,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Simple Assault,Assault Offenses,None/Unknown,Residence/Home
2022,26203,2022-06-22,15,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Aggravated Assault,Assault Offenses,None/Unknown,Residence/Home
2022,26203,2022-07-26,4,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Tribal Lands
2022,26203,2022-01-27,23,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Simple Assault,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2022,26203,2022-06-28,20,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Aggravated Assault,Assault Offenses,None/Unknown,Government/Public Building
2022,2120,2022-03-03,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Residence/Home
2022,2120,2022-03-03,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Residence/Home
2022,26203,2022-09-10,11,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Simple Assault,Assault Offenses,None/Unknown,Residence/Home
2022,2120,2022-03-06,11,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Government/Public Building
2022,2120,2022-03-09,14,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2022,26203,2022-08-11,18,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Specialty Store
2022,26203,2022-10-14,11,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2022,26203,2022-09-05,11,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Residence/Home
2022,2120,2022-03-24,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Operating/Promoting/Assisting,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-03-24,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2022,26203,2022-10-07,21,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Robbery,Robbery,None/Unknown,Convenience Store
2022,26203,2022-10-18,22,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,26203,2022-02-09,15,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Fondling,Sex Offenses,None/Unknown,Residence/Home
2022,2120,2022-04-04,21,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Operating/Promoting/Assisting,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-04-05,0,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2022,26203,2022-12-27,13,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Residence/Home
2022,26203,2022-04-08,0,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Cultivating/Manufacturing/Publishing,Residence/Home
2022,26203,2022-04-08,9,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Restaurant
2022,26203,2022-04-08,14,Ledyard,Connecticut,15340,20.0,4.0,24.0,3.0,5.0,8.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2022,2120,2022-04-20,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Air/Bus/Train Terminal
2022,2120,2022-04-21,21,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-04-26,11,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2022,2120,2022-04-28,14,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2022,2120,2022-05-16,11,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Distributing/Selling,Convenience Store
2022,2120,2022-05-16,17,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-05-16,17,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-06-12,3,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Operating/Promoting/Assisting,Field/Woods
2022,2120,2022-06-24,1,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-06-28,16,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2022,2120,2022-07-09,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-07-14,7,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Buying/Receiving,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-07-14,17,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-07-14,19,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Parking/Drop Lot/Garage
2022,2120,2022-07-15,19,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Park/Playground
2022,2120,2022-07-21,0,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-07-23,0,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Exploiting Children,Residence/Home
2022,2120,2022-07-26,22,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-08-02,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Cultivating/Manufacturing/Publishing,Other/Unknown
2022,2120,2022-08-02,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Distributing/Selling,Other/Unknown
2022,2120,2022-08-02,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Possessing/Concealing,Other/Unknown
2022,2120,2022-08-19,19,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-09-02,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Residence/Home
2022,2120,2022-10-01,1,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2022,2120,2022-10-04,8,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Exploiting Children,Other/Unknown
2022,2120,2022-10-05,20,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Parking/Drop Lot/Garage
2022,2120,2022-10-07,15,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Operating/Promoting/Assisting,Bank/Savings and Loan
2022,2120,2022-10-08,17,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Buying/Receiving,Department/Discount Store
2022,2120,2022-10-10,14,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-10-10,14,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-10-11,16,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2022,2120,2022-10-24,8,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,School/College
2022,2120,2022-11-03,22,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Distributing/Selling,Other/Unknown
2022,2120,2022-11-03,22,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Possessing/Concealing,Other/Unknown
2022,2120,2022-11-07,15,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Government/Public Building
2022,2120,2022-11-09,11,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2022,2120,2022-11-14,12,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Specialty Store
2022,2120,2022-11-14,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Specialty Store
2022,2120,2022-11-22,22,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Government/Public Building
2022,2120,2022-11-24,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-11-30,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Possessing/Concealing,Residence/Home
2022,2120,2022-12-02,9,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2022,2120,2022-12-06,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Convenience Store
2022,2120,2022-12-07,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Possessing/Concealing,Other/Unknown
2022,2120,2022-12-08,16,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Service/Gas Station
2022,2120,2022-12-08,20,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-12-09,10,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2022,2120,2022-12-20,7,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-12-29,8,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Pornography/Obscene Material,Pornography/Obscene Material,Distributing/Selling,Other/Unknown
2022,2120,2022-12-29,13,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2120,2022-12-29,17,Ansonia,Connecticut,18750,29.0,1.0,30.0,5.0,9.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2121,2022-01-04,20,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Bank/Savings and Loan
2022,2121,2022-01-15,12,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Buying/Receiving,Government/Public Building
2022,2121,2022-01-17,12,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-01-23,13,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Government/Public Building
2022,2121,2022-02-03,15,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-02-04,15,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-02-07,10,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-02-07,16,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-02-13,11,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-03-02,16,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-03-11,18,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2121,2022-03-15,9,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Pornography/Obscene Material,Pornography/Obscene Material,Exploiting Children,Cyberspace
2022,2121,2022-03-23,15,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-04-02,10,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-05-09,13,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2022,2121,2022-05-09,13,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,School-Elementary/Secondary
2022,2121,2022-05-25,9,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2121,2022-06-03,14,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Residence/Home
2022,2121,2022-07-13,9,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2121,2022-07-14,9,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-07-15,17,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Government/Public Building
2022,2121,2022-09-01,18,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2121,2022-09-25,16,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Residence/Home
2022,2121,2022-09-29,10,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Using/Consuming,Commercial/Office Building
2022,2121,2022-10-25,8,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2121,2022-10-25,8,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2121,2022-11-27,19,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Residence/Home
2022,2121,2022-12-02,15,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2121,2022-12-22,16,Avon,Connecticut,18806,30.0,5.0,35.0,3.0,4.0,7.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2022,2123,2022-01-04,13,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2022,2123,2022-01-07,16,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Bank/Savings and Loan
2022,2123,2022-01-13,10,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Bank/Savings and Loan
2022,2123,2022-01-13,16,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Bank/Savings and Loan
2022,2123,2022-01-20,14,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Bank/Savings and Loan
2022,2123,2022-01-23,16,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Bank/Savings and Loan
2022,2123,2022-01-26,11,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Buying/Receiving,Bank/Savings and Loan
2022,2123,2022-01-27,15,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Bank/Savings and Loan
2022,2123,2022-01-27,16,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Bank/Savings and Loan
2022,2123,2022-01-28,10,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2022,2123,2022-01-28,10,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Department/Discount Store
2022,2123,2022-01-22,0,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Possessing/Concealing,Government/Public Building
2022,2123,2022-01-23,19,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Bank/Savings and Loan
2022,2123,2022-02-04,9,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Bank/Savings and Loan
2022,2123,2022-01-16,0,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Bank/Savings and Loan
2022,2123,2022-02-11,12,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Government/Public Building
2022,2123,2022-02-11,13,Berlin,Connecticut,20109,37.0,6.0,43.0,7.0,7.0,14.0,Counterfeiting/Forgery,Counterfeiting/Forgery,Cultivating/Manufacturing/Publishing,Government/Public Building
