yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
21912022,2191,2022,CT0013100,CT0013100,,N,N,,I,SOUTHINGTON,SOUTHINGTON PD,Southington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,43564,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,8,71,7,10,17,1.6,2.0,1998-01-01,2001-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21922022,2192,2022,CT0013200,CT0013200,,N,N,,I,SOUTH WINDSOR,SOUTH WINDSOR PD,South Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,26695,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,37,9,46,8,6,14,1.7,2.2,1998-01-01,2017-09-01,2017-09-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21952022,2195,2022,CT0013500,CT0013500,,N,N,,I,STAMFORD,STAMFORD PD,Stamford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,136936,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,239,10,249,32,14,46,2.0,2.2,1998-01-01,2005-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21962022,2196,2022,CT0013700,CT0013700,,N,N,,I,STONINGTON,STONINGTON PD,Stonington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18549,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,6,40,4,8,12,2.0,2.8,1998-01-01,2002-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
21972022,2197,2022,CT0013800,CT0013800,,N,N,,I,STRATFORD,STRATFORD PD,Stratford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,52320,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,91,1,92,15,6,21,2.0,2.2,1998-01-01,2008-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21982022,2198,2022,CT0013900,CT0013900,,N,N,,I,SUFFIELD,SUFFIELD PD,Suffield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,15890,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,3,21,1,6,7,1.2,1.8,1998-01-01,2002-10-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21992022,2199,2022,CT0014000,CT0014000,,N,N,,I,THOMASTON,THOMASTON PD,Thomaston,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,7449,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,3,15,1,0,1,1.7,2.1,1998-01-01,2003-01-01,2020-08-01,2020-02-01,2020-08-01,2020-08-01,N,LITCHFIELD,Not Specified,Y,Y,Y
22002022,2200,2022,CT0014300,CT0014300,,N,N,,I,TORRINGTON,TORRINGTON PD,Torrington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,35302,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,67,2,69,5,7,12,2.0,2.3,1998-01-01,2007-01-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,LITCHFIELD,Not Specified,Y,Y,Y
22012022,2201,2022,CT0014400,CT0014400,,N,N,,I,TRUMBULL,TRUMBULL PD,Trumbull,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,37192,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,59,3,62,8,7,15,1.8,2.1,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22022022,2202,2022,CT0014600,CT0014600,,N,N,,I,VERNON,VERNON PD,Vernon,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,30584,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,5,46,4,8,12,1.5,1.9,1998-01-01,2002-08-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,TOLLAND,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22032022,2203,2022,CT0014800,CT0014800,,N,N,,I,WALLINGFORD,WALLINGFORD PD,Wallingford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,44099,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,7,70,6,13,19,1.6,2.0,1998-01-01,1999-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22042022,2204,2022,CT0015100,CT0015100,,N,N,,I,WATERBURY,WATERBURY PD,Waterbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,113464,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,226,20,246,22,29,51,2.2,2.6,1998-01-01,2016-03-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22052022,2205,2022,CT0015200,CT0015200,,N,N,,I,WATERFORD,WATERFORD PD,Waterford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,19565,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,42,1,43,5,5,10,2.4,2.7,1998-01-01,2000-01-01,2021-09-01,2020-03-01,2021-09-01,2021-09-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
22062022,2206,2022,CT0015300,CT0015300,,N,N,,I,WATERTOWN,WATERTOWN PD,Watertown,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,22122,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,1,36,5,9,14,1.8,2.3,1998-01-01,2003-02-01,2005-02-01,2020-02-01,2020-03-01,2020-03-01,N,LITCHFIELD,Not Specified,Y,Y,Y
22072022,2207,2022,CT0015500,CT0015500,,N,N,,I,WEST HARTFORD,WEST HARTFORD PD,West Hartford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,63934,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,105,5,110,20,17,37,2.0,2.3,1998-01-01,2007-07-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22082022,2208,2022,CT0015600,CT0015600,,N,N,,I,WEST HAVEN,WEST HAVEN PD,West Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,55133,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,98,2,100,18,7,25,2.1,2.3,1998-01-01,2015-01-01,2020-11-01,2020-07-01,2020-11-01,2020-11-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22092022,2209,2022,CT0015700,CT0015700,,N,N,,I,WESTON,WESTON PD,Weston,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,10350,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,0,18,0,1,1,1.7,1.8,1998-01-01,2003-08-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22102022,2210,2022,CT0015800,CT0015800,,N,N,,I,WESTPORT,WESTPORT PD,Westport,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27484,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,56,6,62,7,6,13,2.3,2.7,1998-01-01,2000-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22112022,2211,2022,CT0015900,CT0015900,,N,N,,I,WETHERSFIELD,WETHERSFIELD PD,Wethersfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27038,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,40,4,44,6,8,14,1.7,2.1,1998-01-01,2002-06-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22122022,2212,2022,CT0016100,CT0016100,,N,N,,I,WILTON,WILTON PD,Wilton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18469,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,2,39,6,2,8,2.3,2.5,1998-01-01,2000-07-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22132022,2213,2022,CT0016200,CT0016200,,N,N,,I,WINCHESTER,WINSTED PD,Winchester,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,10199,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,1,19,3,2,5,2.1,2.4,1998-01-01,2001-01-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,LITCHFIELD,Not Specified,Y,Y,Y
22142022,2214,2022,CT0016300,CT0016300,,N,N,,I,WILLIMANTIC,WILLIMANTIC PD,Willimantic,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,17777,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,3,40,5,6,11,2.4,2.9,1998-01-01,2001-04-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,WINDHAM,"Worcester, MA-CT",Y,Y,Y
22152022,2215,2022,CT0016400,CT0016400,,N,N,,I,WINDSOR,WINDSOR PD,Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,29326,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,42,1,43,7,12,19,1.7,2.1,1998-01-01,2002-03-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22162022,2216,2022,CT0016500,CT0016500,,N,N,,I,WINDSOR LOCKS,WINDSOR LOCKS PD,Windsor Locks,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12497,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,5,32,1,4,5,2.2,3.0,1998-01-01,2000-10-01,2021-01-01,2020-03-01,2021-01-01,2021-01-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22172022,2217,2022,CT0016600,CT0016600,,N,N,,I,WOLCOTT,WOLCOTT PD,Wolcott,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,16180,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,2,26,1,9,10,1.5,2.2,1998-01-01,1998-04-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22182022,2218,2022,CT0016700,CT0016700,,N,N,,I,WOODBRIDGE,WOODBRIDGE PD,Woodbridge,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,9020,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,23,3,26,0,6,6,2.5,3.5,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22202022,2220,2022,CT0017000,CT0017000,,N,N,,I,UNIV OF CT: ALL CAMPUSES,UNIVERSITY OF CONNECTICUT PD STORRS,University of Connecticut:,All Campuses,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,65,19,84,9,15,24,0,0,1998-01-01,1998-02-01,2020-12-01,2020-02-01,2020-12-01,2020-12-01,N,TOLLAND,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22222022,2222,2022,CT0018500,CT0018500,,N,N,,I,METROPLTN TRNSPRTN AUTH,METRO TRANS AUTH PD,Metropolitan Transportation Authority,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Other,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,36,0,36,2,1,3,0,0,1998-01-01,2020-03-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22232022,2223,2022,CT0019000,CT0019000,,N,N,,I,CENTRAL CONNECTICUT ST U,CENTRAL CONN STATE UNIVERSITY NEW BRITAIN,Central Connecticut State University,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,14,2,16,3,5,8,0,0,1998-01-01,1998-05-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22242022,2224,2022,CT0019100,CT0019100,,N,N,,I,EASTERN CONNECTICUT ST U,EASTERN CONN STATE UNIVERSITY PD WILLIMANTIC,Eastern Connecticut State University,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,7,15,5,1,6,0,0,1998-01-01,2005-10-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,WINDHAM,"Worcester, MA-CT",Y,Y,Y
22262022,2226,2022,CT0019300,CT0019300,,N,N,,I,WESTERN CONNECTICUT ST U,WESTERN CONNECTICUT STATE COLLEGE PD DANBURY,Western Connecticut State University,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,2,8,1,2,3,0,0,1998-01-01,1999-10-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
22272022,2227,2022,CT0019400,CT0019400,,N,N,,I,SO CONN STATE UNIVERSITY,SOUTHERN CONNECTICUT STATE UNIV PD NEW HAVEN,Southern Connecticut State University,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,13,3,16,5,2,7,0,0,1998-01-01,1999-01-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
22292022,2229,2022,CT0020000,CT0020000,,N,N,,I,STATE CAPITOL POLICE,CAPITOL POLICE,State Capitol Police,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Other State Agency,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,23,8,31,3,1,4,0,0,1998-01-01,1998-03-01,2021-01-01,2020-04-01,2021-01-01,2021-01-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
22372022,2237,2022,CT00A5900,CT00A5900,,N,N,,I,GROTON TOWN,GROTON TOWN PD,Groton Town,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,28608,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,53,8,61,9,10,19,2.2,2.8,1998-01-01,2005-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
22382022,2238,2022,CT00B5900,CT00B5900,,N,N,,I,GROTON LONG POINT,GROTON LONG POINT PD,Groton Long Point,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,515,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,9.7,9.7,1998-01-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
22392022,2239,2022,CTCSP0000,CTCSP0000,,N,N,,I,CONNECTICUT STATE POLICE,CONNECTICUT STATE POLICE,Connecticut State Police,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,State Police,509306,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,13,8A,"Non-MSA counties 100,000 or over",8,Non-MSA Counties,N,13,,Y,773,171,944,115,234,349,1.7,2.5,1998-01-01,2003-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,UNMAPPED COUNTY,Not Specified,Y,Y,Y
22402022,2240,2022,CTDI00200,CTDI00200,,Y,N,,I,MASHANTUCKET PEQUOT TRBL,MASHANTUCKET PEQUOT TRIBAL POLICE LEDYARD,Mashantucket Pequot Tribal,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Tribal,0,35127,CTDI00200,Mashantucket Pequot Tribal,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,21,8,29,3,3,6,0,0,2017-01-01,2017-01-01,2021-05-01,2020-02-01,2021-05-01,2021-05-01,N,NOT SPECIFIED,"Norwich-New London, CT",Y,Y,Y
22412022,2241,2022,CTDI00300,CTDI00300,,N,N,,I,MOHEGAN TRIBAL,BUREAU OF INDIAN AFFAIRS,Mohegan Tribal,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Tribal,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,27,4,31,2,4,6,0,0,1998-01-01,2016-02-01,2021-03-01,2020-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,"Norwich-New London, CT",Y,Y,Y
225702022,22570,2022,CT0018300,CT0018300,,N,N,,I,DEPT OF ENGERY & ENVIROMENTAL PROTECTION,"DEPT OF ENVIRONMENTAL PROTECTION, HARTFORD",Department of Energy and Environmental Protection,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Other State Agency,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,35,4,39,9,5,14,0,0,1998-01-01,2019-01-01,2019-01-01,2020-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
260582022,26058,2022,CT0018000,CT0018000,,N,N,,I,DEPT OF MOTOR VEHICLES,,Department of Motor Vehicles,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,Other State Agency,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,40,0,40,7,0,7,0,0,1998-01-01,2016-08-01,,,,,N,NOT SPECIFIED,Not Specified,Y,Y,Y
262032022,26203,2022,CT0007200,CT0007200,,N,N,,I,LEDYARD,,Ledyard,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,15340,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,4,24,3,5,8,1.5,2.1,1998-01-01,2016-02-01,2021-03-01,2020-03-01,2021-03-01,2021-03-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
336772022,33677,2022,CT005049E,CT005049E,,N,N,,I,YALE UNIVERSITY,,Yale University,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,University or College,0,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1998-01-01,2020-09-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
