yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
21312023,2131,2023,CT0002500,CT0002500,,N,N,,I,CHESHIRE,CHESHIRE PD,Cheshire,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,29194,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,7,48,3,6,9,1.5,2.0,1998-01-01,1998-04-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21322023,2132,2023,CT0002700,CT0002700,,N,N,,I,CLINTON,CLINTON PD,Clinton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,13516,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,6,29,3,4,7,1.9,2.7,1998-01-01,2001-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21332023,2133,2023,CT0003200,CT0003200,,N,N,,I,COVENTRY,COVENTRY PD,Coventry,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12320,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,12,2,14,2,3,5,1.1,1.5,1998-01-01,2003-04-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21342023,2134,2023,CT0003300,CT0003300,,N,N,,I,CROMWELL,CROMWELL PD,Cromwell,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,14377,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,3,25,2,7,9,1.7,2.4,1998-01-01,1999-12-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21352023,2135,2023,CT0003400,CT0003400,,N,N,,I,DANBURY,DANBURY PD,Danbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,87327,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,141,0,141,18,8,26,1.8,1.9,1998-01-01,2014-04-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21362023,2136,2023,CT0003500,CT0003500,,N,N,,I,DARIEN,DARIEN PD,Darien,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,22173,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,8,49,10,7,17,2.3,3.0,1998-01-01,2001-06-01,2022-02-01,2020-03-01,2022-02-01,2022-02-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21372023,2137,2023,CT0003700,CT0003700,,N,N,,I,DERBY,DERBY PD,Derby,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12382,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,2,1,3,2.7,2.8,1998-01-01,1999-06-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21382023,2138,2023,CT0004200,CT0004200,,N,N,,I,EAST HAMPTON,EAST HAMPTON PD,East Hampton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,13094,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,0,17,1,2,3,1.4,1.5,1998-01-01,2012-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21392023,2139,2023,CT0004300,CT0004300,,N,N,,I,EAST HARTFORD,EAST HARTFORD PD,East Hartford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,50625,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,103,13,116,18,27,45,2.4,3.2,1998-01-01,1999-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21402023,2140,2023,CT0004400,CT0004400,,N,N,,I,EAST HAVEN,EAST HAVEN PD,East Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27614,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,54,8,62,5,6,11,2.1,2.6,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21412023,2141,2023,CT0004500,CT0004500,,N,N,,I,EAST LYME,EAST LYME,East Lyme,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18952,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,4,29,6,5,11,1.6,2.1,1998-01-01,2017-07-01,2021-07-01,2020-03-01,2021-07-01,2021-07-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21422023,2142,2023,CT0004600,CT0004600,,N,N,,I,EASTON,EASTON PD,Easton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,7653,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,1,15,1,4,5,2.0,2.6,1998-01-01,1999-07-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21432023,2143,2023,CT0004700,CT0004700,,N,N,,I,EAST WINDSOR,EAST WINDSOR PD WAREHOUSE POINT,East Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,11178,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,5,23,5,3,8,2.1,2.8,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21442023,2144,2023,CT0004900,CT0004900,,N,N,,I,ENFIELD,ENFIELD PD,Enfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,41271,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,83,10,93,9,13,22,2.2,2.8,1998-01-01,2019-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21452023,2145,2023,CT0005100,CT0005100,,N,N,,I,FAIRFIELD,FAIRFIELD PD,Fairfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,63588,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,100,11,111,12,18,30,1.8,2.2,1998-01-01,2000-01-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21462023,2146,2023,CT0005200,CT0005200,,N,N,,I,FARMINGTON,FARMINGTON PD,Farmington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,26754,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,40,7,47,5,8,13,1.7,2.2,1998-01-01,2002-07-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21472023,2147,2023,CT0005400,CT0005400,,N,N,,I,GLASTONBURY,GLASTONBURY PD,Glastonbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,35256,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,48,7,55,7,9,16,1.6,2.0,1998-01-01,2000-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21482023,2148,2023,CT0005600,CT0005600,,N,N,,I,GRANBY,GRANBY PD,Granby,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,11113,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,13,1,14,3,4,7,1.4,1.9,1998-01-01,1998-02-01,2021-01-01,2020-02-01,2021-01-01,2021-01-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21492023,2149,2023,CT0005700,CT0005700,,N,N,,I,GREENWICH,GREENWICH PD,Greenwich,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,63777,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,136,11,147,14,14,28,2.4,2.7,1998-01-01,1999-09-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21512023,2151,2023,CT0005900,CT0005900,,N,N,,I,GROTON,GROTON CITY PD,Groton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,9343,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,23,1,24,4,5,9,2.9,3.5,1998-01-01,1998-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21522023,2152,2023,CT0006000,CT0006000,,N,N,,I,GUILFORD,GUILFORD PD,Guilford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,22022,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,28,1,29,6,6,12,1.5,1.9,1998-01-01,2017-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21532023,2153,2023,CT0006200,CT0006200,,N,N,,I,HAMDEN,HAMDEN PD,Hamden,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,60691,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,82,7,89,15,18,33,1.6,2.0,1998-01-01,2000-12-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21542023,2154,2023,CT0006400,CT0006400,,N,N,,I,HARTFORD,HARTFORD PD,Hartford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,120710,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,323,18,341,54,36,90,3.1,3.6,1998-01-01,2020-12-01,2020-12-01,2020-12-01,2021-03-01,2021-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21572023,2157,2023,CT0007600,CT0007600,,N,N,,I,MADISON,MADISON PD,Madison,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,17530,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,9,35,2,4,6,1.6,2.3,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21582023,2158,2023,CT0007700,CT0007700,,N,N,,I,MANCHESTER,MANCHESTER PD,Manchester,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,59408,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,79,12,91,29,18,47,1.8,2.3,1998-01-01,2019-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21592023,2159,2023,CT0008000,CT0008000,,N,N,,I,MERIDEN,MERIDEN PD,Meriden,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,60054,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,106,3,109,18,7,25,2.1,2.2,1998-01-01,2021-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21602023,2160,2023,CT0008100,CT0008100,,N,N,,I,MIDDLEBURY,MIDDLEBURY PD,Middlebury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,7922,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,1,13,0,1,1,1.5,1.8,1998-01-01,2012-04-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21612023,2161,2023,CT0008300,CT0008300,,N,N,,I,MIDDLETOWN,MIDDLETOWN PD,Middletown,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,49284,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,101,7,108,11,11,22,2.3,2.6,1998-01-01,2008-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21622023,2162,2023,CT0008400,CT0008400,,N,N,,I,MILFORD,MILFORD PD,Milford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,53011,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,87,5,92,27,19,46,2.2,2.6,1998-01-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21632023,2163,2023,CT0008500,CT0008500,,N,N,,I,MONROE,MONROE PD,Monroe,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18811,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,4,39,6,5,11,2.2,2.7,1998-01-01,1998-01-01,2021-01-01,2020-03-01,2021-01-01,2021-01-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21652023,2165,2023,CT0008800,CT0008800,,N,N,,I,NAUGATUCK,NAUGATUCK PD,Naugatuck,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,31790,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,51,5,56,7,6,13,1.8,2.2,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21662023,2166,2023,CT0008900,CT0008900,,N,N,,I,NEW BRITAIN,NEW BRITAIN PD,New Britain,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,74609,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,140,1,141,18,7,25,2.1,2.2,1998-01-01,2019-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21672023,2167,2023,CT0009000,CT0009000,,N,N,,I,NEW CANAAN,NEW CANAAN PD,New Canaan,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,20897,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,1,42,6,4,10,2.2,2.5,1998-01-01,2003-06-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21682023,2168,2023,CT0009300,CT0009300,,N,N,,I,NEW HAVEN,NEW HAVEN PD,New Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,141481,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,278,13,291,48,36,84,2.3,2.7,1998-01-01,1999-05-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21692023,2169,2023,CT0009400,CT0009400,,N,N,,I,NEWINGTON,NEWINGTON PD,Newington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,30304,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,33,5,38,6,8,14,1.3,1.7,1998-01-01,2016-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21702023,2170,2023,CT0009500,CT0009500,,N,N,,I,NEW LONDON,NEW LONDON PD,New London,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,28317,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,3,66,10,14,24,2.6,3.2,1998-01-01,1998-01-01,2020-03-01,2020-02-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
