year,agency_location,incident_date,incident_hour,agency_name,state,population,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,offense_name,offense_category_name,criminal_act_name,location_area
2023,2120,2023-06-02,18,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2023,2120,2023-06-14,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Using/Consuming,Residence/Home
2023,2120,2023-06-16,14,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-06-18,18,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-06-22,1,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-06-22,1,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-06-26,16,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-06-27,14,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-06-29,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,2120,2023-07-01,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-01,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-01,22,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Residence/Home
2023,2120,2023-07-07,10,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-14,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2023,2120,2023-07-18,16,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-18,17,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Government/Public Building
2023,2120,2023-07-29,2,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-31,21,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-07-31,21,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-08-08,20,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-08-12,23,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Residence/Home
2023,2120,2023-08-31,17,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-09-02,12,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Transporting/Transmitting/Importing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-09-02,12,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-09-06,14,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-09-12,15,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-09-12,22,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Distributing/Selling,Air/Bus/Train Terminal
2023,2120,2023-09-12,22,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Air/Bus/Train Terminal
2023,2120,2023-09-16,0,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-09-21,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Field/Woods
2023,2120,2023-09-27,16,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-09-27,16,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Other/Unknown
2023,2120,2023-09-29,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2023,2120,2023-10-01,14,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-10-03,3,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-10-04,23,Ansonia,Connecticut,18942,36,1,37,6,8,14,Pornography/Obscene Material,Pornography/Obscene Material,Distributing/Selling,Other/Unknown
2023,2120,2023-10-09,22,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-10-10,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,School/College
2023,2120,2023-10-26,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-10-30,4,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-04,20,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-06,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-06,19,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-15,18,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Using/Consuming,Rental Storage Facility
2023,2120,2023-11-15,22,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-23,16,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-24,21,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-11-29,10,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2023,2120,2023-11-29,12,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,School/College
2023,2120,2023-11-30,13,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,School/College
2023,2120,2023-12-02,3,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Operating/Promoting/Assisting/Abetting,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-12-15,17,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-12-15,17,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-12-25,11,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-12-25,11,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-02-28,4,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug/Narcotic Violations,Drug/Narcotic Offenses,Possessing/Concealing,Highway/Road/Alley/Street/Sidewalk
2023,2120,2023-02-28,4,Ansonia,Connecticut,18942,36,1,37,6,8,14,Drug Equipment Violations,Drug/Narcotic Offenses,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2120,2023-02-28,4,Ansonia,Connecticut,18942,36,1,37,6,8,14,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2121,2023-02-02,8,Avon,Connecticut,18861,31,6,37,5,3,8,Weapon Law Violations,Weapon Law Violations,Possessing/Concealing,Parking/Drop Lot/Garage
2023,2121,2023-02-03,8,Avon,Connecticut,18861,31,6,37,5,3,8,Drug/Narcotic Violations,Drug/Narcotic Offenses,Using/Consuming,School-Elementary/Secondary
2023,2121,2023-02-04,8,Avon,Connecticut,18861,31,6,37,5,3,8,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Cyberspace
2023,2121,2023-02-20,18,Avon,Connecticut,18861,31,6,37,5,3,8,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Residence/Home
2023,2121,2023-03-15,15,Avon,Connecticut,18861,31,6,37,5,3,8,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Bank/Savings and Loan
2023,2121,2023-03-16,13,Avon,Connecticut,18861,31,6,37,5,3,8,Counterfeiting/Forgery,Counterfeiting/Forgery,Using/Consuming,Department/Discount Store
