data_year,criminal_act_id,offense_id
2023,6,201178033
2023,6,201178034
2023,6,201761811
2023,3,201178119
2023,6,201762440
2023,6,201761733
2023,6,201178196
2023,6,203571248
2023,6,203571307
2023,6,203571308
2023,6,203571435
2023,6,203571345
2023,3,206799850
2023,6,203571366
2023,6,206799895
2023,6,206799862
2023,6,218262307
2023,6,210197786
2023,6,210197865
2023,6,210197866
2023,6,210197917
2023,6,208590482
2023,6,208590349
2023,6,208590358
2023,8,218262559
2023,6,218262323
2023,8,210198126
2023,6,210198114
2023,6,210197981
2023,3,210198141
2023,6,210198141
2023,6,218262545
2023,6,210198022
2023,6,210198062
2023,6,210198124
2023,6,210198125
2023,6,210198152
2023,6,218262516
2023,6,224239987
2023,6,210198354
2023,6,210198388
2023,6,210198281
2023,6,218262756
2023,6,218262757
2023,6,218262879
2023,6,218262660
2023,6,218262949
2023,7,218263019
2023,6,218263020
2023,6,218262917
2023,6,218263091
2023,3,218263117
2023,6,218263118
2023,6,218263044
2023,6,218263071
2023,6,218263094
2023,6,218263095
2023,6,218263181
2023,6,218263326
2023,6,219465250
2023,3,218263058
2023,6,221959216
2023,6,218263180
2023,6,218263342
2023,6,218263372
2023,6,218263388
2023,6,218263450
2023,6,218263451
2023,8,218263280
2023,6,219465197
2023,6,218263471
2023,6,218263290
2023,6,218263352
2023,6,218263381
2023,6,219465152
2023,5,219465193
2023,6,219465835
2023,6,219465836
2023,6,219465378
2023,6,219465379
2023,6,224240083
2023,6,224240087
2023,6,224240088
2023,6,211557758
2023,8,205134517
2023,8,212730787
2023,8,205134858
2023,8,205134778
2023,8,205134838
2023,6,206799780
2023,8,206800140
2023,8,212731035
2023,6,212731084
2023,6,212730834
2023,8,212730996
2023,8,212731056
2023,12,218258874
2023,8,219464818
2023,8,212731129
2023,8,212731061
2023,6,218258944
2023,8,219464960
2023,8,219464864
2023,8,219464966
2023,6,201761607
2023,6,208596944
2023,6,208597132
2023,6,210205705
2023,8,218268021
2023,6,218268227
2023,8,221960953
2023,9,203568644
2023,6,201157212
2023,11,203568730
2023,1,203568693
2023,9,203568604
2023,6,203568618
2023,14,208588149
2023,9,205132912
2023,8,205132923
2023,9,205132934
2023,6,201157224
2023,9,205132943
2023,9,201157226
2023,9,201157227
2023,9,201157232
2023,9,210195121
2023,9,210195129
2023,9,211557318
2023,9,211557325
2023,6,212728611
2023,7,212728611
2023,6,203568703
2023,6,203568704
2023,9,214779676
2023,6,216342184
2023,12,216341874
2023,9,218257573
2023,9,223367756
2023,9,223367759
2023,3,216341936
2023,4,216341936
2023,8,216341942
2023,6,201761598
2023,1,212728643
2023,6,203568744
2023,6,201157377
2023,6,201176491
2023,6,203570068
2023,6,201176594
2023,8,201176594
2023,2,211557746
2023,3,211557746
2023,6,218259658
2023,3,212124205
2023,3,212124195
2023,3,212124204
2023,6,211558351
2023,6,211558372
2023,6,216343506
2023,6,212124163
2023,6,212124167
2023,6,214785074
2023,3,214785154
2023,6,216343527
2023,8,216343553
2023,3,216343623
2023,6,216343623
2023,3,218260260
2023,6,218260075
2023,8,220416820
2023,6,218260119
2023,6,201170431
2023,6,201761635
2023,6,201170699
2023,6,201170701
2023,6,203579826
2023,8,211562067
2023,1,216348331
2023,6,201761675
2023,6,208597436
2023,6,203580078
2023,1,203580126
2023,6,205140020
2023,8,205140091
2023,1,203579921
2023,7,214789438
2023,6,205140059
2023,3,211562122
2023,3,211562123
2023,6,211562124
2023,2,205140457
2023,6,205140422
2023,2,206808179
2023,8,206808266
2023,6,206808568
2023,2,208597474
2023,6,208597836
2023,3,210206425
2023,6,210206425
2023,6,211562418
2023,1,218268068
2023,6,211562489
2023,8,211562530
2023,6,214789723
2023,8,214789723
2023,6,216348484
2023,6,218268156
2023,2,220906313
2023,2,220906314
2023,1,201189010
2023,6,203578905
2023,6,203579005
2023,6,203579530
2023,6,203579531
2023,2,203579304
2023,6,214788348
2023,1,205139394
2023,3,205139394
2023,6,205139396
2023,6,205139398
2023,6,206807594
2023,6,214788407
2023,6,214788476
2023,6,201762362
2023,6,201762600
2023,3,201762522
2023,6,201762522
2023,8,201762522
2023,6,201762483
2023,6,201762753
2023,6,201762552
2023,6,201762659
2023,6,201762510
2023,8,214779497
2023,6,201762869
2023,6,201762776
2023,6,201762955
2023,8,201762775
2023,6,201762796
2023,12,201762935
2023,8,214779543
2023,6,201762810
2023,6,201762967
2023,1,214779534
2023,6,201762883
2023,1,214779576
2023,4,201762987
2023,7,201762987
2023,8,214779642
2023,6,214779657
2023,7,214779836
2023,6,216342751
2023,6,214779770
2023,6,214779838
2023,2,214779874
2023,6,214779997
2023,6,214779998
2023,6,216342848
2023,3,214780049
2023,6,216342892
2023,6,216342893
2023,6,219464309
2023,6,214780395
2023,6,222111059
2023,8,214780409
2023,6,214780382
2023,6,214780470
2023,6,214780538
2023,6,214780615
2023,6,214780574
2023,6,214780677
2023,6,214780787
2023,6,219464371
2023,7,214780731
2023,6,219465036
2023,4,216343231
2023,4,221957835
2023,6,216343196
2023,5,221957794
2023,6,219464467
2023,6,219464468
2023,1,216343472
2023,6,216343358
2023,8,219464503
2023,6,219465236
2023,8,221957860
2023,1,219464547
2023,6,219464567
2023,6,222111159
2023,8,221957929
2023,5,222111060
2023,6,206797225
2023,6,206797226
2023,6,205132851
2023,8,205132666
2023,6,205132698
2023,3,201174615
2023,6,206797145
2023,8,214778469
2023,6,214778470
2023,12,206797259
2023,8,206797426
2023,8,212125020
2023,8,206797474
2023,8,208587405
2023,8,208587406
2023,12,208587412
2023,12,214778532
2023,12,210195644
2023,3,212125080
2023,12,212125008
2023,6,216341448
2023,6,216341585
2023,6,216341640
2023,1,218257308
2023,6,201163669
2023,6,201163756
2023,6,201163570
2023,6,201163720
2023,6,201163791
2023,6,201163737
2023,1,201163774
2023,6,201163964
2023,6,201163947
2023,6,201164154
2023,6,201164178
2023,8,201164459
2023,6,201164614
2023,6,203574147
2023,6,203574148
2023,6,201164675
2023,6,201164750
2023,6,201164844
2023,6,201165128
2023,6,201165289
2023,6,201165343
2023,6,201165406
2023,6,201165753
2023,6,201165836
2023,3,201166038
2023,6,203574264
2023,6,201167145
2023,6,201166219
2023,6,201166280
2023,8,201166336
2023,6,201166413
2023,6,201166701
2023,6,201166583
2023,6,201166885
2023,14,201167189
2023,6,203574434
2023,1,203575492
2023,6,203574662
2023,6,203575116
2023,8,203575304
2023,6,203575238
2023,6,205136528
2023,5,203575529
2023,2,203575557
2023,6,203575509
2023,6,203575544
2023,6,203575906
2023,8,203575906
2023,6,203575771
2023,6,203576065
2023,3,203576423
2023,6,203576373
2023,8,206804662
2023,3,203576555
2023,6,203576555
2023,8,203576555
2023,6,203576454
2023,6,205136396
2023,6,203576384
2023,6,203576375
2023,6,203576805
2023,6,205136610
2023,6,203577215
2023,6,203577274
2023,6,203577216
2023,6,203577202
2023,6,205136639
2023,6,205136654
2023,6,203577480
2023,6,203577289
2023,6,203577625
2023,4,203577640
2023,6,203577848
2023,6,203578070
2023,3,203578071
2023,1,203577835
2023,6,203577970
2023,1,203577902
2023,1,203578224
2023,6,203577961
2023,6,203578083
2023,2,203578144
2023,6,203578259
2023,6,205136579
2023,6,203578388
2023,6,205136613
2023,6,205136795
2023,6,210200709
2023,6,205136737
2023,8,206804702
2023,8,205136813
2023,1,205136823
2023,8,205136965
2023,3,205138169
2023,8,205137251
2023,6,205137326
2023,6,206804819
2023,8,205137580
2023,8,205137598
2023,6,205137872
2023,8,205137848
2023,6,205137731
2023,6,205137832
2023,1,205137871
2023,6,205137986
2023,6,206804637
2023,6,205138186
2023,6,208594163
2023,6,205139241
2023,6,205138384
2023,6,205138326
2023,3,205138440
2023,6,206804840
2023,1,206805255
2023,6,206805248
2023,6,210201093
2023,6,216345030
2023,6,206805169
2023,6,206805227
2023,6,206805235
2023,6,208594079
2023,2,206805411
2023,6,208594132
2023,6,208594134
2023,6,206805477
2023,6,208594167
2023,6,208594224
2023,6,208594225
2023,6,208594509
2023,6,208594510
2023,6,206805949
2023,2,206805967
2023,6,206806007
2023,6,206806310
2023,6,208594021
2023,6,208594049
2023,6,206806802
2023,2,206806601
2023,3,208594057
2023,6,208594274
2023,3,208594276
2023,5,206806834
2023,6,206806926
2023,6,206806883
2023,6,206806885
2023,6,206807177
2023,8,218263499
2023,5,208594439
2023,6,208594175
2023,6,206807349
2023,8,208594316
2023,6,208594292
2023,2,208594676
2023,8,208594753
2023,6,208594648
2023,8,208594981
2023,8,208594971
2023,6,208595112
2023,1,208594953
2023,6,208595325
2023,6,208595572
2023,3,208595512
2023,6,208595615
2023,6,208595648
2023,6,208595798
2023,8,208596077
2023,8,208595895
2023,6,208596060
2023,6,208596233
2023,3,208596155
2023,3,208596400
2023,6,208596315
2023,6,210200575
2023,6,210200636
2023,6,210200704
2023,8,208596426
2023,8,208596339
2023,8,208596523
2023,6,210201050
2023,8,218263334
2023,6,210200798
2023,6,208596600
2023,8,208596630
2023,8,210201004
2023,1,210200842
2023,8,210201002
2023,6,210201055
2023,8,210201155
2023,8,210201309
2023,1,210201059
2023,6,210201287
2023,8,210201428
2023,8,210201353
2023,8,210201380
2023,6,210201450
2023,8,210201555
2023,6,210201371
2023,6,210201948
2023,6,210201469
2023,8,210201508
2023,8,210202258
2023,8,210202379
2023,8,210202329
2023,8,210202502
2023,8,210202509
2023,6,210202952
2023,6,210202684
2023,8,210202850
2023,8,210202889
2023,8,210202773
2023,2,210202805
2023,8,210203131
2023,2,210203060
2023,6,210203280
2023,8,210203136
2023,8,210203185
2023,8,210203089
2023,8,210203174
2023,8,210203262
2023,8,214785911
2023,6,210203386
2023,6,210203170
2023,8,210203452
2023,8,210203338
2023,6,214786135
2023,6,214786141
2023,6,210203476
2023,8,210203706
2023,6,210203738
2023,8,212125173
2023,6,210203766
2023,6,210203942
2023,2,210204048
2023,7,212125458
2023,6,214785746
2023,6,212125283
2023,8,214785671
2023,8,212125389
2023,6,212125410
2023,6,212125437
2023,8,212125475
2023,8,212125557
2023,6,212125481
2023,8,212125504
2023,5,214786107
2023,8,212125575
2023,3,212125565
2023,6,212125579
2023,8,212125685
2023,8,212125700
2023,6,214786034
